text	sentiment
si están por Valencia España les recomiendo esta exposición !! http://t.co/hkjRpj9b	P
La gran noche de los abanderados 2.0 - La Opinión de Málaga http://t.co/yYu7uXtH	P
"@martacerame: @maria_rey Amigaaaaa!!!!!" holaaaa guapaaaa!	P
El juez imputa a dos directivos de la Ciudad de las Artes y Ciencias de Valencia por el caso Urdangarín. Parece que todos lo están menos él	N
firma de discos, martes, 6 de diciembre en el Cine Callao a las 18 horas http://t.co/elJGColA	NEU
El desempleo en EE UU baja a los niveles de marzo de 2009 http://t.co/2RKKqQFG	P
Seguimos (@ Unidad de Cuidados Paliativos Hospital Civil) [pic]: http://t.co/7bqEqfY1	NEU
Ya salio el sorteo de la eurocopa 2012: españa italia croacia e irlanda. A por ellos!!!!!	P
Granado reconoce que da los datos de paro "con objetividad" por estar en interinidad. ¿Y antes? @TelediarioInter 20:30	N
Corazón partío: España e Irlanda se enfrentarán en la Eurocopa.	NEU
Transparencia Internacional España ocupa n. 31 en ranking 182 pdetrás Detrás de Chipre, Emiratos Arabes, Qatar...urge ley transparencia ya	N
RT @FanClubMASes: Éstas Navidades regala solidaridad:positivegeneration (cont) http://t.co/BksU1DZv	P
¿Crisis de identidad? RT @LoidaLois @EvaORegan ¡¡¡Tú eres española por encima de todo!!!	NEU
El Teleton hace un gran servicio social. Y voy a apoyarlo por supuesto. RT @karlagglez: (cont) http://t.co/Hs601N32	P
Cospedal debería pedir perdón por mentir y utilizar de forma demagógica la rebaja sueldo funcionarios...la que ahora aplica sin pudor	N
Así me gusta, Mónica "@moniromaba: @pedroj_ramirez. A la orden jefe. Cualquiera te va a discutir. Ipad+orbyt+trabajo."	P
Eso es amigos. RT @HombresSanzeros: @AlejandroSanz NavidadSanzeraSolidaria Todos a comprar (cont) http://t.co/y4OUji31	NEU
Hace cinco meses el PP me comunicó por escrito que su interlocutor preferente era IU. Ello le permitió gobernar. Ahora pide consensos.	N
Bienvenidos a la Brigada anti-Vara, pero esta región tiene un problema más. IU deja tirado a Monago 5 meses después de su nombramiento.	N
@GFVara la ley del embudo...característica de la derecha española. Animo	N
Eso no es cierto, nos llevamos de maravilla. RT @Deyra_love_BTR: @AlejandroSanz  ¬¬ POR QE!!! (cont) http://t.co/7DyF7Sus	P
España se pone a 1 punto de ganar su quinta Davis.Sevilla, d nuevo talismán.Mañana,22h @giraldatv.es http://t.co/Ns8tOZqR	P
Bueno: España a un punto de ganar la 5ª Copa Davis. Felicidades al equipo!!!	P
Durante la campańa, Cospedal decía lo que oía en casa, ahora ya hace lo que oye en casa. http://t.co/caqPmxJM	N
@SSantiagosegura @angyfdz @flofdez BORRADO ESTÁ AMIGUETES!! UN ABRUZO!!;)	P
Para nadaaaa... Sabeis que no es asi. A veces no coincidimos, es todo. Os mando mucho cariño,RT (cont) http://t.co/NWQIgoK5	P
Adiós al día en el q casi ha culminado el "destape" dl Estado de Bienestar? q nos va a quedar después d q se lo gastasen casi todo	N
Auan, apeich, agromenauer...Lucas Grijander y su progenitor... http://t.co/q957CpTB	P
"La risa ilumina las almas que están bañadas de tristeza, la sonrisa es la tibia caricia para la helada soledad"W.H. Patrick	P
Detener la carrera nuclear de Irán debería ser una prioridad estratégica máxima para Occidente.	N
A ver si lo entiendo: como Banco Central Europeo no puede prestar a los Gobiernos, prestará al FMI para q este, q si puede,lo haga. Europa!	N
Altos cargos recelan del exhaustivo traspaso de poderes. Aseguran que se ha convertido en fiscalización . http://t.co/zto5m1tw	N
Buenos dias, que buenos eran/siguen siendo Talking Heads...	P
@SSantiagosegura jijijiji y el q se sibe a la mesa dl jurado es el verdadero Manolo Escobar!!;)))) haciendo d Lady Marmalade!!!;)) jojijii	P
malaga Plaza de la Merced   @ Plaza de la Merced http://t.co/4xScGs1a	NEU
Los resultados preliminares en Egipto auguran un profundo cambio con consecuencias regionales.Falta voto rural q atenuará algo resultados.	NEU
Tranquilidad en las carreteras en el segundo día de Puente de la Constitución - http://t.co/NRk2uftQ	P
Gracias por la hospitalidad!!! ;-) RT @IsabelaTortlini Bienvenido DON @aarbeloa17 a mi humilde morada ;)	P
En el Espolón, conmemorando el Día de la Discapacidad http://t.co/52olz4vl	NEU
Así es el belén del Ayuntamiento http://t.co/S6Ocgz6i	P
Los vándalos le arrancan de nuevo el lápiz a Picasso http://t.co/LfyNuArl	N
Esto es apoyar de verdad: La @DiputacionMLG  reducirá impuestos a 96 pueblos http://t.co/VIGtaT1k	P
Un poco d agua fria despues dl entrenamiento esta mañana. Ahora a comer un poco d pasta y descanso total para esta noche q sera muy dificil!	P
Que corra el Dewars!!!"@DewarsSpain: @jordievole @buenafuente @julia_otero @santi_millan gracias Jordi"	P
Detenida la jefa de una prestigiosa ONG rusa de control electoral http://t.co/leWFa7BO	N
Porque no tenemos programa. Gracias @KimyTwitera: @Buenafuente buenafuente por q ya no dais tanta risa???¿¿¿¿???"	N
Mi artículo en ESD: "La testarudez del consejero de Salud riojano pone a Sanz en la picota"  http://t.co/M9poedN7	N
Noelia, Noelia, Noelia..."@njimenez79:  Me parezco a @pedroj_ramirez en el manejo del iPad. A ver si empiezo a parecerme en lectores!"	NEU
La vida no se mide por las veces que respiramos, sino por aquellos momentos que nos dejan sin aliento (vía @ifilosofia)	P
Sinceramente, estoy observando la zona de " recreo" psiquiátrica del H.Civil y es patético lo que veo http://t.co/vE8BhpJs	N
Con Fina, mi mujer, amigos y el reparto de "Iceberg", nueva película de Gabriel Velázquez.Por Gabri no pasan los años. http://t.co/n2chJhTr	P
. @diario_sur así esta la zona de "recreo" psiquiátrica en el Hospital Civil . Patético . Son personas http://t.co/QDcW1amA	N
Me reservo dónde y cómo deposito mis ahorros con mi familia. Sólo estoy obligado a la trasparencia pública aunque veo que hay mucho experto.	NEU
Nada como unos rollitos de vez en cuando http://t.co/5HJJprCZ	P
Bien que lo siento si es así.La UEDila la bienvenida ayer.Esperemos que aun salga adelante.	NEU
RT@FranHervias:UPyD pacta con Cascos para tener grupo.A pesar d que en 2008 decían que no era lícito este tipo d pactos http://t.co/fG5cVwM9	N
Bueno, a ver qué hace el Madrid. Lo comentamos dentro de un rato con Edu en Radio Marca.	NEU
Señora  @mjmonteroc mire usted el estado de la zona de " recreo" de psiquiatría del Hospital Civil de malaga http://t.co/UAAABf17	N
GRACIAS AMIGOS!!! YA SOMOS 200.000!!!;)	P
Ey @ivangeba que si esta aquí la Consejera de Salud @mjmonteroc	NEU
@Carlos_Latre Twitcam, Twitcam, Twitcam, Twitcam, Twitcam, Twitcam !!!	NEU
Ojala en España fuera igual RT @cdperiodismo: En Brasil se necesitará diploma para ejercer el periodismo http://t.co/SroI6DhX	N
Preciosa de verdad - Perdóname by Pablo Alborán, from SoundHound http://t.co/u0CAbR3X	P
Ataque de inyección SQL masivo http://t.co/q4usPkRL	N
Descansando 2 http://t.co/1legIDgw	P
Mira @sblanco nuestro árbol ;-)) http://t.co/gjBkxMpv	P
Je,je!!! Eso es bueno @mkreyes80: @Buenafuente me has hecho llorar... De risa!"	P
RT @Nosesiaporto: Vamos Chilenos ! ultimo esfuerzo! al banco! queda poco y lo lograremos!!! La teleton te necesita!!!	P
Ya estamos. ¿Por qué no me duermo? Lo voy a intentar, no debe ser tan difícil.	NEU
RT @Betolash: A ver Pau ¿cuánto es 4x4? Un jeep todo terreno maestra MultiplicoComoPaulinaRubio ja ja ja muy bueno!	NEU
Por qué los medios de comunicación se han llenado de anuncios oficiales? No había q recortar el gasto publico? Quien lo denuncia?	N
Buenos dias y mil gracias RT @pvcmalaga: Buen día @mariviromero,mi concejala favorita.	P
. @JavierArenas_PP  critica que @PepeGrinan pida a @MarianoRajoy una reunión que niega a sus alcaldes  http://t.co/5oMAB1Us	N
. @MarianoRajoy :  "Salir adelante no es tarea de un Gobierno solo"  http://t.co/mJSq4fz1	N
Krugman: la austeridad está matando al euro http://t.co/CbRL2Rj8 via @el_pais	N
.@sgueina: "¿quién es el tapado del PSOE? La respuesta está en mi blog http://t.co/aFKafvRL"¿Sólo ha leído dos libros?" Era una metáfora.	NEU
.@rutenca .@sgueina "el tapado ha leido más de 2! es licenciado en historia contemporanea y master en integración europea.."Viva la ironía	N
;-)) RT @cacmalaga: http://t.co/AFmBIYxK @cacmalaga arte cultura pintura museo museums	P
Rajoy quiere que España vuelva a tener relevancia en Europa http://t.co/RGhPlkBR	P
Políticos q no responden. "En ningún país del mundo homologable al nuestro se tolera semejante práctica" http://t.co/7hoIl9HR via @antonlosada	N
@EvaORegan @antonlosada Obviamente, contar que son declaraciones q no ha permitido preguntas.	N
No podía faltar, dominguito en mi tierra y final de la Davis. Con el cuñao (@carlos_muela ). http://t.co/l28AOIdR	P
Palmas por sevillanas para animar a Rafa!! sevillaciudadtalisman copadavis	P
Recién llegada a Madrid!!por fin en casitaaa pero que frío!!No me quiero ni imaginar como hará en la sierra y mas cuando sea de noche....	N
Retazos de una primera dama http://t.co/168s72nj	NEU
'Chico & Rita', premio europeo a la mejor cinta de animación http://t.co/FF7giIse	P
Vamos equipo!! Vamos Nadal!! Toda España esta en tu mano!! Eres el mejor y contigo todos vamos a ser Campeones!! También ELORRIO	P
Otro passing escalofriante sobre la linea pone a Nadal 5 a 1 en el tercero.La ensaladera, mas cerca.VamosRafa CopaDavis ole @RafaelNadal!!	P
Buen artículo de LD. Hay que arrimar el hombro. La Asociación de Ayuda a las Víctimas del 11-M, al borde del cierre http://t.co/RYYX6ksH	P
Dicen q esta el Rey en la Cartuja. Hoy es el DiA en q TVE tendría q sacarle todo el rato,hacer patria. Sera la imparcialidad...	P
Menudo break en blanco ha logrado DelPotro. Vamos a sufrir hasta el final. Los hinchas argentinos descentran a Rafa.	P
"@BeaGarciaCHV: @Edurnity mi segundo apellido es camello! Tendré algo que ver con los reyes magos???"te doy mi carta y se la das??jajja bss!	P
"@marinitaMF: @Edurnity Ojo, que yo me apellido "Molas", tal cual! y no es broma."en serio?? Como Mola!! Jajjaja	P
Viaje a las embajadas catalanas del derroche - ABC.es http://t.co/sD2LV37R via @abc_es	N
Este set lo está ganando el público argentino. Del Potro había tirado la toalla, comenzaron a cantar y van ganado. Rafa puede! VamosRafa	P
"@Ryankuletz: Creo que @edurnity se ha puesto a responder tweets sobre apellidos por el iPhone. cosasquenuncaentenderas :)"jaajjajajja	P
Amonestado el público argentino en La Cartuja!!!	N
... Y Rafa saluda a todo el equipo argentino. Qué talla de campeón!!	P
La quinta ensaladera. Nadal saludando al equipo argentino. Y ahora al público. Oe, oe, oe	P
Ya esta aquí. Ya llegó por fin la quinta ensaladera. Gracias a todos los miembros del equipo hoy mucha gente dormirá feliz.	P
que grande, ese abrazo de nadal con todo el equipo argentino IMPRESIONANTE. como sabe ganar este campeón!!!	P
Grandioso Rafa Nadal!!!!!	P
El público que cante gritando sin parar: "por eso yo te quiero dar Rafa mi corazón, yo te sigo a todas partes..." ¡Gracias por ser ESPAÑOL!	P
El camino no puede ser otro que más Europa enmiblog	NEU
El partido de Putin/Medveded (Rusia Unida) gana los comicios pero sufre una fuerte caía. Segundo partido más votado: Partido Comunista.	N
Madrid ciudad sin niños, aumenta el número de personas que viven solas.	N
Felicidades a @RafaelNadal y a todo el equipo español de Copa Davis. Todo un ejemplo de esfuerzo, ilusión y superación. RbCb	P
donaundia Los 1000 primeros días cruciales para la vida del niño http://t.co/jLUjz5NK ENTRA y COLABORA ( RTs plis )	NEU
Estoy viendo los editoriales "@jjesusmelian: @pedroj_ramirez cuentalo ya q estamos en el descanso"	NEU
Fantásticas, a cual mejor "@MarisolCovelo. qué os parece mi foto de elprimernaufragio ?http://t.co/ZjCzROgC http://t.co/CH3jjGX1"	P
Fin a la impunidad en Internet http://t.co/j7WaLdS3	N
A mi me parece muy digno que la ministra italiana de Trabajo llore. No me lo parecían las risas de Berlusconi.	N
"Una entrevista es un punto intermedio entre una sesión de psicoanálisis y un concurso. A veces no tengo respuestas" Fellini	NEU
En el blog: Lágrimas tecnócratas http://t.co/Y7K9awBr	N
"Los ministros d @marianorajoy : fin de la ineptocracia" @Semanaldigital @PPopular http://t.co/PrsX6XAN	N
Portada de Público de mañana: Urdangarin SA. Dentro, la lista de las 103 entidades que pagaron a Nóos http://t.co/BP1Bfcl6	NEU
A por @crackoviadeTV3 !!;)) buenos días queridos twiteros!!;))	P
Gracias Venezuela!!! http://t.co/UdCRaDkY	P
Buenos días, Elisabeth. Estoy muy orgulloso de que EM haya localizado en un remoto lugar de Rumania al testigo que no acudió al juicio.	P
¿Cómo se explica que miles de españoles se ausenten en masa del trabajo durante el "puente", mientras en España hay 5 millones de parados?	N
Mas es presidente autonómico porque tenemos autogobierno gracias a la Constitución,pero ni la cumple ni la hace cumplir fueradelaley	N
Sobre "accidentes"... RT @santigonzalez10 Él había llegado antes http://t.co/yQjNqebS	N
http://t.co/ewFMZ5fc Una lectura de lo que ha ocurrido este fin d semana en Rusia con Putin y su partido en @LARAZON_es	P
Dani García recoge en un libro 50 tapas para acercar la cocina a la sociedad http://t.co/Se4fAB9z	P
El voluntariado invisible http://t.co/CD64WfZF DiaDelVoluntariado	N
El gobierno chino cree que el país "no está preparado" para protestas sociales - http://t.co/tyMt3Omq	N
En el Congreso. Entregando el Acta y haciendo todo el papeleo. Luego os cuento como queda la cosa!	P
Que vistas tiene mi amigo @DjDiMartino  desde su casa en almeria! Y esta tarde y esta noche con el en discoteca caramelo	P
UpyD y Amaiur recurriran a la justicia si no logran grupo. La justicia ya dió todo el poder a la mesa del congreso en caso similar.	N
Hoy abordaremos en @13tv_aldia @13television la gestión privada de los hospitales públicos. ¿qué ganamos los ciudadanos? ¿qué perdemos?	NEU
Sin Miedo by Rosana, from SoundHound http://t.co/pl93OEFG	P
Y mientras tanto, el verdadero problema se agrava año tras año http://t.co/J4stXBl8	N
El sector del lujo cierra el ejercicio con un 25% más de beneficios. ¿Quién sufre la crisis? Pues eso...	N
Que bonito despliegue de seguridad en alfonso XII. Contravigilancia en toda la manzana. Y no es nadie del Gobierno!!!!	N
Uno de los desafíos del periodismo. Encontrar su sitio para no perder la vigilancia del poder via @Clarin_com http://t.co/vgpQHJvs	N
El @ppandaluz no aceptará el caramelo de una presidencia de dos años en la FAMP si no hay refundación http://t.co/tAgF97e6  @europapress_es	N
Sí, raritos q somos...  "Si yo fuera España y se tratara de elegir entre 2 o 3 años de caos y 20 o 30 en la miseria..." http://t.co/69OM6a3R	N
RT @PerezHilton @paurubio Que triste es esto, Pau! http://t.co/ZKF4LZOH @JonahMowryReal &lt;3! http://t.co/HBdZNwj5	N
Joooooo :-) RT @xaviconde Me dice @Tonicanto1, que quiere rapear una estrofa del villancico. Lo siento Toni, aquí tenemos a @Padrinomc.	P
En estos días de traspaso de poderes os recomiendo seguir a 3 personas claves en el proceso @sorayapp @jlayllon y @fatimabanez entre otros	P
Entiendo que CNN conecte por Skype con disidentes en Siria pero que la mayoría de las conexiones ya sean por cámara de móvil ...	N
Detienen a dos sospechosos por secuestro cooperantes españoles en Tinduf. Intentaron venderlos a AQMI. http://t.co/kkOrMmiw V @plazaro67	N
ICanAdmit , elcomecocos10 , Merkel y Sarkozy y cuatrotuiteros , los TT esta tarde en España	NEU
El @PPopular no descarta otra ronda de reuniones con ministerios para traspaso de poderes, después de recibir información pedida al gobierno	NEU
Toda suya "@juliosandreu: Sí Sr. La he grabado. Un saludo desde el otro lado, jeje, ( de España ). Buena tarde."	P
Y hable con el corazón de los afectos Y en esas cosas la Justicia habla idiomas diferentes. Insisto, disculpad, pero volvería a hacerlo.	P
Entiendo los unfollow. Aceptar el desconcierto. Y hasta reconocer errores. Pero creo fuera de lugar anunciar venganza radiofónica. Eso no	N
;-)))) RT @CarlosSerrato82: FW para @mariviromero y mucha suerte con tu primera entrevista aquí. El hastag es YNTERVIUMarivi	P
"España gasta mas en sanidad que todo el presupuesto en sanidad" Núñez Feijoo en @Gato_directo	N
A las 22.30 mi primera entrevista en directo en Twitter. Si Quieres seguirla busca el hastag YnterviuMarivi l http://t.co/FVXISuNy	NEU
Feliz dia del voluntario... Los hËroes anónimos... Los del sacrificia por eleccion propia. Gracias por tanto.	P
Gracias RT @Pepemaras: YNTERVIUMARIVI Interesante la entrevista de @mariviromero Nuevas herramientas: nuevas formas de comunicar	P
Gracias a ti Paco RT @pacorengel: YNTERVIUMARIVI @mariviromero Muchísimas gracias. Un beso. La cuelgo en un ratito en http://t.co/yK7PeIva	P
Aunque en menor medida, también lo son muchas que no son madres ;) @ejoana: Supermujeres. Gran post de @virginiapalonso http://t.co/SUTdmagF	P
Una vez q ha hablado el protectorado franco-alemán la Europa a 2 o 3 velocidades está hecha: ahora falta ver dónde queda España	N
Impresionante! Enhorabuena a @enpiedeguerra y un beso a @chiquiesteban : Percebeiros, de David Beriain, a por el Goya! http://t.co/cP7Ae8Sn	P
Sorgiñas, culebras. Cabrones negros de barba larga.	N
... enough today... la semana es larga, y seguramente más apasionante de lo recomendable.....	P
Me voy a leer un rato 'Un día más con vida' de Ryszard Kapuscinscki. Gran descubrimiento del reportero polaco. ;) http://t.co/cnha2Jy6	P
Disculpad la vehemencia. Pienso en ello para una peli.	N
Despegando ya...que lindo mi pais, que linda mi gente!! --Shak	P
SyntekNosa pax ahora actuando. Claaro que si. http://t.co/eBzWtsgc	P
Bono celebra su última fiesta en el Congreso y la pregunta es si habrá un Viva España! Con @JuanraLucas y en RNE, para arrancar.	N
Triste RT @JosepLLuisCerro: RT @skalistrao: "Papá, ¿nosotros qué somos: catalanes o fachas?" :: Barcelona :: Cataluña: http://t.co/7WAkfXUO	N
Extorsión mafiosa; por Carlos García - en  http://t.co/dBb5qOyt vía @larazon_es	NEU
No sé de que se sorprenden algunos. El PP presenta unos presupuestos tarde, sin negociar, cargándose la universidad, recortando derechos...	N
¿Se plantea Rajoy subir el IVA? http://t.co/G7yi7v96	N
¡Constitución, Constitución!, ¡Cuántos viajes y comidas gratis se han dado en tu nombre!, feliz día.	N
Buenos días. El hashtag debería ser cincotuiteros, porque yo soy uno de ellos. cuatrotuiteros	NEU
BUENOS DÍAS PARTY TIME!!!	P
A los okupas no les gusta el edificio de Concepcion Jeronima xq esta en obras. Les gustan mas los edificios a estrenar, pero sin pagar...	N
Hoy en el Día de la Constitución me acuerdo como cada día de los millones de personas bajo en umbral de la pobreza vivalaconstitucion	N
Monti dice que no cobrará como primer ministro. Demagogia populista para hacer tragar el ricino de los recortes. La aristocracia financiera	N
El "vuelva usted mañana", pero por mail - ABC.es http://t.co/N2n4PUux via @abc_es	NEU
Rubalcaba responde a Ridao en El País http://t.co/6kU2KW8T El artículo del que habla es éste http://t.co/8Z9P0MLG   // vía @Guerraeterna	NEU
Chacón confía en la democracia interna de los partidos.. Día de la Constitución. Congreso	P
.@marianorajoy congreso: Primera ley será desarrollo reforma constitución xra garantizar estabilidad presupuestaria. Lo dirá ZP n Bruselas	NEU
Diferentes ciudadanos leen artículos d la constitución en el acto de @Ciutadans_Cs en la Ciutadella http://t.co/fDz9qR8i	NEU
Empieza el acto de homenaje a la Constitución con el próximo Presidente del Gobierno. vivalaconstitucion  http://t.co/gRTAQmVu	NEU
Bono a ZP: has dado lo mejor de ti a España en un momento muy difícil. A Rajoy le desea acierto en sus decisiones x el bien de todos.	P
Gallardon habla amigablemente con Zapatero, Guerra con Alonso, Pepiño recibe el cariño de periodistas amigos	P
¿Por qué será que hoy parecía haber más gente en la recepción oficial del aniversario de la Constitución?	NEU
Otro enchufado más antes de que se vaya ZP http://t.co/Jb983lka	N
Rajoy rompe su silencio en la fiesta del Congreso plagada de ausentes http://t.co/C52Ex8M0"	NEU
Corrillo Rajoy: Los tengo [a los ministros] en la cabeza pero no he hablado de nada con nadie. ¿Sorpresas? Soy razonablemente previsible.	NEU
Las instituciones deberían hacer del día de la Constitución 1 fiesta cívica de todos,destacando valores democráticos y no 1 acto para políticos	NEU
En alguna CA como Cataluña ni siquiera hay acto institucional en un día como hoy.No interesa recordar LaConstitucionquenosUne	N
Conference Robert Steele en GlobalChase UNED. Estrategias de Inteligencia ante las amenazas económicas globales http://t.co/5MPqb1Ve	NEU
Me agrada coincidir con mi amigo mechor en la denuncia de las tecnicas mafiosas en el Euskadi	N
Dios mío, es tan real que da miedo... ¡ánimo mamás trabajadora, nosotras podemos!!! Supermujeres http://t.co/8Ogbj0HR	P
Menos palabras y mas hechos....Inauguración con tirón de orejas. SUR.es http://t.co/6f4100iV	N
........ ya ya......Griñán ve "imposible" ser imputado en el caso ERE http://t.co/BQaNiwnQ	N
Gracias por seguirme @RodolfoTesone ;-))	P
Yo ya me he inscrito  'FotosyTuits06'!  http://t.co/cxUM10fU vía @amiando	P
Una vez me dijo un amigo hace daño quien puede y no quien quiere...que razon tenia!!! Seguire aqui por esas 248.315 personas que me quereis!	P
Y ahí va el editorial. RT por favor. CÃ³mo pasar en el 11-M de impostor a testigo de cargo  http://t.co/gzxljuIl	N
Rajoy, 3-1 para el Madrid; Zapatero para «su» Barça y Rubalcaba evita «mojarse» - ABC.es http://t.co/LxBXidLx via @abc_es	NEU
A ver... Se aclara lo de las entradas o qué???. Aquí los actores esperando. terratpack http://t.co/xVRFKJdp	N
El Museo de la Cueva de Nerja abre con una previsión de 100.000 visitas al año http://t.co/VsmSAnJJ	P
El día en que Merkel dejó de ser socialista, por @basteiro  http://t.co/d8maTpKo	NEU
"@lhermoso_: 17 periodistas han sido asesinados durante el último año en Honduras: http://t.co/AEbCvvZZ"	N
Ahora si que me despido! a lavar los piños y "pa" la cama! Hola @lucia_miguel un beso de buenas noches para ti, que veo que acabas de llegar	P
Tu q sabes seguro q me has entendido  @antoniocamunas :)	P
Sintonía total entre Rajoy y Zapatero, con importantes matices de Rubalcaba. La recepción del día de la Constitución http://t.co/DFCfKAhA	P
Merkel y Sarkozy se rinden a los encantos del presidente Rajoy http://t.co/b79seDyj vía @Semanaldigital	P
RT @nurvaca: Sr. Mas, no garantizar una sanidad publica de calidad universal es anticonstitucional ,por eso no celebra dia  constitucion?	N
la noticia es la q he contado en el @TelediarioInter Un alto cargo del PSOE declarara como testigo ante la juez del 11m antes de Navidad.	N
Buenos días. Sin Presidente del Gobierno pleno y sin verdadero líder d la oposición, los partidos se ponen d acuerdo. Luego es posible!	P
A los buenos días.	P
Nadie le cree, pero jura y perjura q sí, q deja la política y se va a Walt Disney. Los corrillos del Congreso con @susannagriso	N
Europa se construye recortando Estado del Bienestar? Austeridad si, pero inteligente: Estado del Bienestar moderno e inversión cree empleo	NEU
No dejeis de ver el video que acabo de RT con la declaración de J-70. Fijaos en Bermudez en los minutos 17 y 21. Zougam merece otro juicio.	P
Bdías!! vaya tiempo que hace hoy: niebla, que parece que estamos en la boca del lobo, y frío, mucho frío. Apetece algo calentido pal cuerpo	P
Buenos días,os adjunto mi columna hoy en @abc_es sobre la necesidad d una reforma constitucional http://t.co/xxg5WzUk	P
De dónde saldrá el dinero para el banco malo de Rajoy, según el WSJ.  http://t.co/hn1cffmm	NEU
A vosotros RT @TuDNIe: Gracias Marivi RT @mariviromero Me encanta ver por aqui a @TuDNIe ;-))	P
